user_id,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance
268,SERVICIOS,Revolvente,Otros (Múltiples Créditos),0,Mensual,0,4/28/15,,11980,867,11980,0,0,0,,0
268,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,2/25/16,,40464,40464,40464,0,0,0,,0
268,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1,Mensual,0,11/12/16,5/31/17,225,0,0,0,0,0,,0
268,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,3/24/11,,4500,0,4500,0,0,0,,0
268,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,3/24/11,7/14/15,4988,0,4500,0,0,0,,0
268,TIENDA COMERCIAL,Pagos Fijos,Línea de Crédito,7,Mensual,0,3/6/14,7/19/15,2506,0,6000,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,1600,4/10/17,,70936,37968,75000,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,2/22/16,,87661,73284,88000,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,1,7/11/17,,40800,17469,40800,0,0,0,,0
269,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,5/28/15,,753,0,1,0,0,0,,0
269,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,7/15/14,,114,0,0,0,0,0,,0
269,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0,Mensual,0,3/4/07,,0,0,1,0,0,0,,0
269,BANCO,Pagos Fijos,Préstamo Personal ,119,Quincenal,0,3/7/17,9/15/17,87500,0,0,0,0,0,,0
269,COMUNICACIONES,Revolvente,Línea de Crédito,0,Mensual,0,5/31/08,,403,0,9999,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,2/22/16,8/2/17,87661,0,88000,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,9/30/16,7/13/17,21399,0,20500,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,9/30/16,5/2/17,21399,0,20500,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,12/8/16,4/30/17,3296,0,35999,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,5/5/16,6/9/16,8025,0,1,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,2/2/16,2/26/16,2009,0,1,0,0,0,,0
269,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0,Mensual,0,3/4/07,7/11/12,10816,0,10816,0,0,0,,0
269,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,3/1/09,7/29/12,42573,0,1,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,10/29/05,10/25/06,20400,0,20400,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,8/29/06,10/25/07,20400,0,20400,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,8/29/06,11/24/06,20400,0,20400,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,7/30/07,11/19/08,20400,0,20400,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,8/4/07,10/25/07,20400,0,20400,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,3/7/09,7/15/10,20400,0,20400,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,5/31/09,7/15/10,20400,0,20400,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,12/31/09,9/3/10,20400,0,20400,0,0,0,,0
270,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,9687,2/11/12,,9687,9687,28812,9687,11,13,1/31/17,9687
270,BANCOS,Pagos Fijos,Préstamo Personal ,10,Catorcenal,0,8/31/15,1/18/16,6005,0,6005,0,0,0,,0
270,BANCOS,Pagos Fijos,Préstamo Personal ,10,Catorcenal,0,1/18/16,6/7/16,8004,0,8004,0,0,0,,0
270,BANCOS,Pagos Fijos,Préstamo Personal ,12,Catorcenal,0,6/9/16,11/27/16,10007,0,0,0,0,0,,0
270,BANCOS,Pagos Fijos,Préstamo Personal ,10,Catorcenal,0,11/29/16,4/19/17,10197,0,0,0,0,0,,0
270,COMUNICACIONES,Revolvente,Línea de Crédito,1000,Mensual,0,3/29/17,11/13/17,289,0,999,0,0,0,,0
270,ADMINISTRADORAS DE CARTERA,Sin Límite Preestablecido,Otros (Múltiples Créditos),0,Pago mínimo para cuentas revolventes,53937,8/5/16,,53937,53937,0,53937,2,13,11/30/17,53937
270,ADMINISTRADORAS DE CARTERA,Sin Límite Preestablecido,Otros (Múltiples Créditos),0,Pago mínimo para cuentas revolventes,300033,11/19/15,,300033,300033,0,300033,2,13,11/30/17,300033
270,ADMINISTRADORAS DE CARTERA,Sin Límite Preestablecido,Otros (Múltiples Créditos),0,Pago mínimo para cuentas revolventes,219788,11/19/15,,219788,219788,0,219788,2,13,11/30/17,219788
270,ADMINISTRADORAS DE CARTERA,Sin Límite Preestablecido,Otros (Múltiples Créditos),0,Pago mínimo para cuentas revolventes,76673,11/19/15,,76673,76673,0,76673,2,13,11/30/17,76673
270,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,575,2/22/12,,314,575,740,575,24,13,6/30/15,575
270,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,58465,11/14/12,,40000,58465,40000,58465,22,0,,0
270,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,6186,11/9/07,,6186,6186,20000,1939,11,0,,0
270,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,711,6/15/13,,711,5211,0,5211,25,0,,0
270,BANCO,Hipoteca,Bienes Raíces,240,Mensual,7775,12/23/11,,735000,850123,0,85528,19,0,,0
270,BANCO,Pagos Fijos,Préstamo de Nomina,119,Quincenal,0,7/30/13,10/27/17,299300,0,0,243056,25,0,,0
270,BANCO,Pagos Fijos,Préstamo de Nomina,119,Quincenal,0,4/5/14,10/27/17,295300,0,0,178947,25,0,,0
270,BANCO,Pagos Fijos,Préstamo de Nomina,119,Quincenal,0,3/7/13,10/27/17,86000,0,0,61549,25,0,,0
270,BANCO,Pagos Fijos,Préstamo de Nomina,119,Quincenal,0,3/7/12,10/27/17,90800,0,0,45556,25,0,,0
270,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,10/17/07,8/29/17,67551,0,30900,32660,25,0,,0
270,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,7/25/15,8/31/17,1312,0,10000,0,0,0,,0
270,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,12/31/09,2/28/15,1290,0,5062,0,0,0,,0
270,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,10/17/07,11/30/14,34179,0,30900,0,0,0,,0
270,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,36,Mensual,0,6/15/12,9/3/14,196019,0,0,0,0,0,,0
270,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,4/21/12,2/28/13,548,0,1000,0,0,0,,0
271,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Mensual,0,5/6/05,10/31/12,5041,0,0,6114,1,13,10/31/12,6114
271,BANCO,Pagos Fijos,Préstamo Personal ,16,Semanal,0,9/26/12,1/17/13,6010,0,0,0,0,0,,0
271,BANCOS,Pagos Fijos,Préstamo Personal ,16,Semanal,0,1/16/13,5/9/13,14065,0,14065,0,1,0,,0
271,BANCOS,Pagos Fijos,Préstamo Personal ,16,Semanal,0,5/8/13,8/29/13,20062,0,20062,0,1,2,7/31/13,2964
271,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,39,Semanal,0,4/23/05,1/20/06,7335,0,0,0,0,0,,0
271,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,65,Semanal,0,12/14/08,1/11/10,10874,0,0,0,0,18,1/10/10,4149
271,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,78,Semanal,0,12/28/08,1/8/09,15692,0,0,0,0,0,,0
271,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,65,Semanal,2616,5/28/09,,10400,2616,0,2616,52,17,1/9/11,5232
271,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,0,Semanal,0,5/4/05,3/1/06,2217,0,2217,0,0,7,12/7/05,267
271,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,50,Semanal,0,12/20/06,11/6/07,2604,0,2604,0,0,11,8/1/07,649
271,ADMINISTRADORAS DE CARTERA,Sin Límite Preestablecido,Otros (Múltiples Créditos),0,Pago mínimo para cuentas revolventes,8411,5/6/05,,8411,8411,0,8411,13,13,3/31/17,8411
271,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,1/30/17,,0,0,0,0,0,0,,0
271,SERVICIOS,Sin Límite Preestablecido,Línea de Crédito,0,Bimestral,0,10/28/03,,0,0,0,0,0,1,8/31/16,363
271,GOBIERNO,Sin Límite Preestablecido,Crédito Fiscal,0,Anual,966,5/1/16,,842,966,0,966,2,1,3/31/17,966
271,COBRANZA,Pagos Fijos,Préstamo Personal ,48,Quincenal,165,2/27/13,,4464,31844,0,31844,0,0,,0
271,FINANCIERA,Pagos Fijos,Préstamo Personal ,0,Quincenal,0,2/27/13,12/15/15,3348,0,0,31523,0,0,,0
271,FINANCIERA,Pagos Fijos,Préstamo Personal ,48,Quincenal,0,2/14/13,11/30/16,15450,0,0,13559,0,0,,0
271,FINANCIERA,Pagos Fijos,Préstamo Personal ,0,Quincenal,0,1/6/12,2/14/13,4464,0,0,0,0,0,,0
271,FINANCIERA,Pagos Fijos,Préstamo Personal ,0,Quincenal,0,5/17/11,12/15/11,3348,0,0,0,0,0,,0
272,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,13,Mensual,0,5/30/09,7/10/10,15300,0,15300,0,0,0,,0
272,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,7/25/10,11/1/10,15300,0,15300,0,0,0,,0
272,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,6/17/06,4/6/07,15300,0,15300,0,0,0,,0
272,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,4/25/07,6/15/07,15300,0,15300,0,0,0,,0
272,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,10/28/06,,0,0,0,0,0,0,,0
272,CIA Q  OTORGA,Sin Límite Preestablecido,Tarjeta de Crédito,0,Mensual,24987,8/8/13,,153741,115411,0,0,0,0,,0
272,BANCO,Pagos Fijos,Línea de Crédito,60,Mensual,0,7/19/13,1/29/18,37000,0,37000,0,0,0,,0
272,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,5/1/13,11/10/17,40068,0,30000,13276,9,0,,0
272,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,5/1/13,3/31/17,31884,0,30000,0,2,0,,0
272,BANCO,Pagos Fijos,Compra de Automóvil,48,Mensual,0,1/31/13,11/13/15,170000,0,0,0,0,0,,0
272,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,11/23/05,2/9/14,71,0,6000,0,0,0,,0
272,CIA Q  OTORGA,Sin Límite Preestablecido,Tarjeta de Crédito,0,Mensual,0,1/1/11,10/18/13,1834,0,0,0,0,0,,0
272,BANCO,Pagos Fijos,Préstamo de Nomina,90,Mensual,0,7/14/10,7/31/13,32200,0,32200,0,0,0,,0
272,BANCO,Hipoteca,Bienes Raíces,301,Mensual,0,5/31/06,4/30/12,354536,0,0,0,0,0,,0
273,SERVICIO DE TELEVISION DE PAGA,Pagos Fijos,Línea de Crédito,18,Mensual,449,2/3/16,,449,449,0,0,0,0,,0
273,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,406,3/26/15,,20355,13213,20000,0,0,0,,0
273,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/22/13,5/27/15,12948,0,13000,0,0,0,,0
273,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/22/13,11/20/13,8837,0,10000,0,0,0,,0
273,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,2/21/12,6/28/13,0,0,3000,0,0,0,,0
273,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/22/13,5/13/13,1645,0,10000,0,0,0,,0
274,SERVS. GRALES.,Revolvente,Desconocido,0,Mensual,6856,5/11/11,,6588,6856,12406,6856,0,0,,0
274,BANCO,Pagos Fijos,Préstamo de Nomina,48,Quincenal,5362,8/20/15,,11612,10393,0,5096,0,0,,0
274,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,2531,10/12/15,,23195,23195,20000,1588,0,0,,0
274,HIPOTECAGOBIERNO,Hipoteca,Bienes Raíces,360,Mensual,3055,8/5/11,,291999,337260,291999,0,0,0,,0
274,BANCO,Revolvente,Línea de Crédito,0,Mensual,0,10/28/08,3/26/09,2941,0,3000,0,0,0,,0
275,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,11/22/16,1/2/17,3396,0,5000,0,0,0,,0
275,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,62,11/22/16,,3396,1616,5000,0,0,0,,0
276,TIENDA DEPARTAMENTAL,Revolvente,Tarjeta de Crédito,0,Mensual,0,10/18/14,,0,0,5982,0,0,0,,0
276,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,4/21/17,,0,0,12000,0,0,0,,0
277,TIENDA DE ROPA,Pagos Fijos,Crédito al Consumo,13,Semanal,0,5/8/03,8/27/03,617,0,0,0,0,0,,0
277,MICROFINANCIERA,Pagos Fijos,Línea de Crédito,38,Semanal,0,9/11/08,4/3/09,7306,0,7306,0,0,0,,0
277,BANCOS,Pagos Fijos,Préstamo Personal ,16,Semanal,0,12/19/13,4/14/14,3507,0,3507,0,1,1,3/19/14,255
277,BANCOS,Pagos Fijos,Préstamo Personal ,16,Semanal,0,4/16/14,8/11/14,3507,0,3507,0,1,1,7/16/14,510
277,BANCO,Pagos Fijos,Préstamo Personal ,16,Semanal,0,8/15/14,12/9/14,6079,0,0,0,2,0,,0
277,ADMINISTRADORAS DE CARTERA,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/20/08,1/30/15,3000,0,3000,0,4,13,12/31/16,10319
277,FINANCIERA,Pagos Fijos,Préstamo Personal ,60,Quincenal,0,6/19/13,12/3/13,10990,0,0,0,0,0,,0
278,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Tarjeta Departamental,6,Quincenal,0,10/15/11,9/7/16,1600,0,1600,0,0,0,,0
278,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,0,5/9/17,5/17/17,1000,0,0,0,0,0,,0
278,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,0,6/2/17,6/28/17,1000,0,0,0,0,0,,0
278,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,0,7/4/17,7/18/17,1000,0,0,0,0,0,,0
278,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,0,8/5/17,8/21/17,1500,0,0,0,0,0,,0
278,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,2500,8/22/17,,2500,2500,0,0,0,0,,0
278,TELEFONIA CELULAR,Revolvente,Línea de Crédito,0,Mensual,2139,12/23/11,,2083,2139,1058,2139,24,13,1/31/15,2139
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,12/18/12,3/26/13,4000,0,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,3/26/13,7/8/13,5000,0,0,0,0,0,,0
279,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,3/27/10,4/24/10,1800,0,1800,0,0,0,,0
279,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,10/24/10,5/1/11,1378,0,1800,0,0,1,4/30/11,322
279,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,1/25/11,5/1/11,445,0,1800,0,0,0,,0
279,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,12/30/12,8/1/13,409,0,5100,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,7/8/13,10/19/13,5000,0,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,10/19/13,1/31/14,8000,0,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,1/31/14,5/2/14,10000,0,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,5/2/14,8/16/14,15000,0,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,8/16/14,11/29/14,13000,0,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,11/29/14,4/30/16,10000,0,10000,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,3/20/15,6/30/15,10000,0,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,6/30/15,4/30/16,13000,0,13000,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,10/12/15,4/30/16,13000,0,13000,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,0,1/22/16,4/30/16,10000,0,10000,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,1067,5/7/16,,15000,2071,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,711,8/19/16,,10000,1406,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,1209,12/5/16,,17000,2354,0,0,0,0,,0
279,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,16,Semanal,1209,3/17/17,,17000,11151,0,0,0,0,,0
279,CAJAS DE AHORRO,Pagos Fijos,Grupo Solidario,16,Semanal,0,6/10/16,9/30/16,8000,0,0,0,0,0,,0
279,CAJAS DE AHORRO,Pagos Fijos,Grupo Solidario,16,Semanal,0,9/30/16,1/20/17,8000,0,0,0,0,0,,0
279,CAJAS DE AHORRO,Pagos Fijos,Grupo Solidario,16,Semanal,1297,1/20/17,,10000,1298,0,0,0,0,,0
279,TIENDA DEPARTAMENTAL,Revolvente,Línea de Crédito,0,Mensual,0,3/27/10,,0,0,7203,0,0,0,,0
279,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,548,8/28/13,,262,548,740,548,22,13,9/30/14,548
279,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,12967,7/10/14,,12967,12967,0,2488,0,0,,0
279,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,7439,2/18/14,,7439,7439,0,7439,0,0,,0
279,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,8/16/13,4/30/17,704,0,300,0,0,0,,0
279,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,5/4/10,,1680,0,10000,0,0,0,,0
279,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,7/4/14,12/10/15,5038,0,1,2446,0,0,,0
279,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,12/15/13,1/31/15,110,0,1000,0,0,0,,0
279,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,3/24/13,9/30/14,175,0,1000,0,0,0,,0
279,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,7/11/11,8/31/12,175,0,1000,0,0,0,,0
279,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,2/6/11,7/31/11,120,0,1000,0,0,0,,0
280,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,11/13/05,12/20/06,20400,0,20400,0,0,0,,0
280,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,9/7/08,6/11/09,20400,0,20400,0,0,0,,0
280,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,8983,12/13/10,,8983,8983,26292,8983,1,13,12/31/16,8983
280,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,0,12/22/08,1/28/10,20400,0,20400,0,0,0,,0
280,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0,Mensual,610,1/26/08,,12093,8960,12093,520,8,0,,0
280,TIENDA DEPARTAMENTAL,Revolvente,Tarjeta de Crédito,0,Mensual,280,1/26/08,,5817,6753,8500,0,0,1,11/30/08,70
280,TIENDA DEPARTAMENTAL,Revolvente,Tarjeta de Crédito,0,Mensual,410,1/26/08,,8248,7254,8500,0,0,1,2/28/11,469
280,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,11/5/11,,328,0,740,0,0,0,,0
280,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,7/23/14,,0,0,0,0,11,13,12/31/17,1471
280,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,12/19/94,,0,0,0,0,2,6,10/31/15,968
280,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,1537,7/21/05,,26217,20308,19900,0,0,0,,0
280,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,622,12/21/10,,1690,0,10000,0,0,0,,0
280,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/7/08,,811,0,1,0,0,0,,0
280,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,7416,7/18/07,,13074,7416,7000,7416,10,0,,0
280,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,72,Mensual,5514,8/25/16,,268223,235486,0,6299,5,0,,0
280,BANCO,Revolvente,Préstamo de Nomina,288,Mensual,0,2/14/13,,15000,0,15000,0,0,0,,0
280,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,10/9/07,,1416,0,0,0,0,0,,0
280,GOBIERNO,Revolvente,Línea de Crédito,0,Mensual,0,5/28/91,,1,0,1,0,0,0,,0
280,BANCO,Pagos Fijos,Línea de Crédito,36,Mensual,0,9/14/15,11/21/17,70000,0,0,0,18,0,,0
280,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,6/9/07,12/27/16,3593,0,3000,0,7,0,,0
280,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,6/9/07,12/27/16,3593,0,3000,0,4,0,,0
280,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,10/12/15,11/3/16,30000,0,30000,0,0,0,,0
281,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,0,7/18/17,7/31/17,1000,0,0,0,0,0,,0
281,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,0,8/3/17,8/11/17,1200,0,0,0,0,0,,0
281,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,0,8/16/17,8/22/17,1000,0,0,0,0,0,,0
281,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Una sola exhibición,0,9/26/17,10/4/17,2100,0,0,0,0,0,,0
281,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Mensual,0,7/7/17,8/5/17,1500,0,0,0,0,0,,0
281,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Mensual,1406,9/27/17,,1000,1406,0,0,0,0,,0
281,BANCO,Pagos Fijos,Línea de Crédito,36,Mensual,1193,8/24/17,,40000,41434,0,0,0,0,,0
281,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,5/3/17,,851,0,1397,0,0,0,,0
281,MICROFINANCIERA,Pagos Fijos,Préstamo Quirografiario,36,Mensual,0,12/28/13,6/8/17,18890,0,0,0,4,0,,0
282,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0,Mensual,0,8/16/17,,467,685,1700,0,0,0,,0
282,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,8/23/17,,0,0,10000,0,0,0,,0
283,TIENDA DE ROPA,Pagos Fijos,Crédito al Consumo,5,Semanal,0,3/8/99,10/12/04,673,0,0,0,0,0,,0
283,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,41,Semanal,0,11/12/11,2/26/13,7000,0,0,0,0,0,,0
283,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,41,Semanal,0,3/7/13,4/15/14,4000,0,0,0,6,9,10/31/13,2281
283,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,51,Semanal,0,7/20/13,5/4/16,8000,0,0,0,20,31,7/31/14,10800
283,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/10/18,,28357,19997,34000,0,0,0,,0
283,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,6/27/17,,6508,2077,6000,0,0,0,,0
283,BANCO,Pagos Fijos,Préstamo Personal ,43,Quincenal,1028,12/14/17,,25500,25313,0,0,0,0,,0
